Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Passenger Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledInternational,India One Air,2023,5,50,75.167,16.336,330.0,124.886,147.024,84.943,11.24,11.24,13.232,84.943
ScheduledInternational,India One Air,2023,6,60,93.233,21.202,380.0,150.073,190.818,78.647,13.507,13.507,17.176,78.635
ScheduledInternational,India One Air,2023,7,48,70.917,15.477,258.0,96.238,139.293,69.09,8.661,8.661,12.536,69.09
ScheduledInternational,India One Air,2023,8,58,88.25,19.929,258.0,98.499,179.361,54.917,8.865,8.865,16.142,54.917
ScheduledInternational,India One Air,2023,9,38,55.133,11.753,166.0,61.877,105.777,58.498,5.569,5.569,9.52,58.498
ScheduledInternational,India One Air,2023,10,16,16.0,2.304,28.0,4.032,20.736,19.444,0.363,0.363,1.866,19.444
ScheduledInternational,India One Air,2023,11,18,18.0,2.592,43.0,6.192,23.328,26.543,0.557,0.557,2.1,26.543
ScheduledInternational,India One Air,2023,12,18,15.0,2.592,95.0,13.68,23.328,58.642,1.231,1.231,2.1,58.642
ScheduledInternational,India One Air,2024,1,16,16.0,2.304,49.0,7.056,20.736,34.028,0.635,0.635,1.866,34.03
ScheduledInternational,India One Air,2024,2,16,16.0,2.304,34.0,4.896,20.736,23.611,0.441,0.441,1.866,23.611
ScheduledInternational,India One Air,2024,3,16,16.0,2.304,54.0,7.776,23.328,33.333,0.7,0.7,2.1,33.333
ScheduledInternational,India One Air,2024,4,12,12.0,1.728,29.0,4.176,15.552,26.852,0.376,0.376,1.4,26.863
ScheduledInternational,India One Air,2024,5,10,10.0,1.44,22.0,3.168,12.96,24.444,0.285,0.285,1.166,24.444
ScheduledInternational,India One Air,2024,6,2,2.0,0.288,5.0,0.72,2.592,27.778,0.065,0.065,0.233,27.778
ScheduledInternational,Jet Airways,2015,1,4273,18061.0,12420.0,685594.0,2327329.0,2585916.0,90.0,192928.0,245482.0,332478.0,73.834
ScheduledInternational,Jet Airways,2015,2,3679,15624.0,10694.0,585636.0,1974615.0,2239143.0,88.186,164552.0,214152.0,290690.0,73.67
ScheduledInternational,Jet Airways,2015,3,4055,17238.0,11790.0,627406.0,2118369.0,2484258.0,85.272,175708.0,231955.0,320776.0,72.311
ScheduledInternational,Jet Airways,2015,4,3996,16891.0,11610.0,610472.0,2055645.0,2453478.0,83.785,170005.0,222026.0,314147.0,70.676
ScheduledInternational,Jet Airways,2015,5,4155,17483.0,12086.0,641701.0,2177646.0,2562945.0,84.967,179676.0,235764.0,329005.0,71.66
ScheduledInternational,Jet Airways,2015,6,4139,17414.0,12072.0,599258.0,2085509.0,2531833.0,82.372,171662.0,225340.0,323717.0,69.61
ScheduledInternational,Jet Airways,2015,7,4240,17734.0,12364.0,604029.0,2114747.0,2587643.0,81.725,173093.0,225322.0,333611.0,67.54
ScheduledInternational,Jet Airways,2015,8,4196,17513.0,12256.0,640593.0,2227347.0,2580129.0,86.327,182484.0,235848.0,331894.0,71.061
ScheduledInternational,Jet Airways,2015,9,3985,16872.0,11795.0,579673.0,2015892.0,2482897.0,81.191,167594.0,217094.0,317725.0,68.328
ScheduledInternational,Jet Airways,2015,10,4064,17358.0,12135.0,586113.0,2018943.0,2546429.0,79.285,168395.0,221375.0,324510.0,68.218
ScheduledInternational,Jet Airways,2015,11,3902,16718.0,11642.0,602041.0,2062438.0,2465836.0,83.641,171141.0,222229.0,313544.0,70.876
ScheduledInternational,Jet Airways,2015,12,4044,17346.0,12045.0,654291.0,2254170.0,2580201.0,87.364,186137.0,239105.0,334436.0,71.495
ScheduledInternational,Jet Airways,2016,1,4087,17485.0,12154.0,656985.0,2297463.0,2597007.0,88.466,190194.0,238324.0,332168.0,71.748
ScheduledInternational,Jet Airways,2016,2,3769,16236.0,11251.0,569567.0,1990811.0,2403481.0,82.83,165749.0,213392.0,306285.0,69.671
ScheduledInternational,Jet Airways,2016,3,4081,17361.0,11981.0,618227.0,2089386.0,2537451.0,82.342,173146.0,224939.0,320102.0,70.271
ScheduledInternational,Jet Airways,2016,4,4088,17383.0,11959.0,624547.0,2055429.0,2511624.0,81.837,170202.0,217428.0,313964.0,69.253
ScheduledInternational,Jet Airways,2016,5,4211,17800.0,12345.0,651918.0,2139231.0,2583144.0,82.815,177097.0,225507.0,321280.0,70.19
ScheduledInternational,Jet Airways,2016,6,4164,17281.0,12180.0,616604.0,2089348.0,2577096.0,81.074,172048.0,222981.0,315945.0,70.576
ScheduledInternational,Jet Airways,2016,7,4400,18366.0,12834.0,674454.0,2248465.0,2706778.0,83.068,184825.0,237796.0,339388.0,70.066
ScheduledInternational,Jet Airways,2016,8,4423,18466.0,12985.0,699335.0,2323762.0,2775395.0,83.727,191307.0,244238.0,347205.0,70.344
ScheduledInternational,Jet Airways,2016,9,4317,18012.0,12671.0,628260.0,2106656.0,2718277.0,77.5,175239.0,229488.0,348084.0,65.929
ScheduledInternational,Jet Airways,2016,10,4458,18741.0,13065.0,626327.0,2102773.0,2824668.0,74.443,175224.0,233981.0,372663.0,62.786
ScheduledInternational,Jet Airways,2016,11,4280,18037.0,12436.0,646963.0,2170099.0,2785628.0,77.903,180937.0,240517.0,373454.0,64.403
ScheduledInternational,Jet Airways,2016,12,4624,19443.0,13395.0,774266.0,2549747.0,2996514.0,85.09,210795.0,275270.0,405846.0,67.826
ScheduledInternational,Jet Airways,2017,1,4657,19590.0,13368.0,786144.0,2592027.0,3027100.0,85.627,213326.0,274721.0,409770.0,67.043
ScheduledInternational,Jet Airways,2017,2,3801,16148.0,10995.0,632635.0,2125944.0,2570934.0,82.692,177398.0,238921.0,353935.0,67.504
ScheduledInternational,Jet Airways,2017,3,4192,17707.0,12107.0,667415.0,2215857.0,2841589.0,77.98,184507.0,260267.0,396516.0,65.638
ScheduledInternational,Jet Airways,2017,4,4172,17476.0,12044.0,662210.0,2212034.0,2816703.0,78.533,183147.0,253168.0,390283.0,64.868
ScheduledInternational,Jet Airways,2017,5,4097,17196.0,11833.0,696427.0,2313678.0,2804751.0,82.491,191293.0,265714.0,397457.0,66.854
ScheduledInternational,Jet Airways,2017,6,4135,17334.0,11977.0,655048.0,2273822.0,2789897.0,81.502,186995.0,260499.0,389992.0,66.796
ScheduledInternational,Jet Airways,2017,7,4258,17839.0,12352.0,704946.0,2378291.0,2875769.0,82.701,195268.0,266351.0,394923.0,67.444
ScheduledInternational,Jet Airways,2017,8,4285,17818.0,12364.0,726886.0,2419347.0,2878589.0,84.046,198946.0,272019.0,400636.0,67.897
ScheduledInternational,Jet Airways,2017,9,4128,17218.0,11900.0,651328.0,2193451.0,2763565.0,79.37,181813.0,252806.0,381843.0,66.207
ScheduledInternational,Jet Airways,2017,10,4041,17058.0,11745.0,665384.0,2251215.0,2772256.0,81.205,187236.0,264049.0,390062.0,67.694
ScheduledInternational,Jet Airways,2017,11,4282,19189.0,13195.0,694857.0,2476984.0,3059580.0,80.958,207159.0,295765.0,421594.0,70.154
ScheduledInternational,Jet Airways,2017,12,4672,20963.0,14267.0,806340.0,2855503.0,3303475.0,86.439,235659.0,323421.0,450971.0,71.717
ScheduledInternational,Jet Airways,2018,1,4723,21007.0,14356.0,810352.0,2878295.0,3279295.0,87.772,239179.0,317023.0,446731.0,70.965
ScheduledInternational,Jet Airways,2018,2,3923,17918.0,12192.0,677181.0,2453093.0,2834802.0,86.535,204794.5,280223.5,389572.1,71.931
ScheduledInternational,Jet Airways,2018,3,4361,19821.0,13570.7,732276.0,2622714.5,3151667.6,83.217,217951.1,303967.2,430825.8,70.555
ScheduledInternational,Jet Airways,2018,4,4110,18772.0,12921.0,659907.0,2380605.8,3026279.4,78.664,197215.2,285175.2,417670.9,68.277
ScheduledInternational,Jet Airways,2018,5,4246,19442.0,13320.7,663531.0,2428654.9,3095725.6,78.452,200858.3,290038.5,423482.7,68.489
ScheduledInternational,Jet Airways,2018,6,4296,19366.0,13449.9,669682.0,2523735.1,3101597.7,81.369,207889.7,293986.8,423134.1,69.478
ScheduledInternational,Jet Airways,2018,7,4518,20217.0,14074.3,739241.0,2720836.9,3228294.1,84.281,223359.5,307299.8,439827.2,69.868
ScheduledInternational,Jet Airways,2018,8,4398,19579.0,13742.22,748417.0,2734133.33,3197565.49,85.507,224883.69,309186.54,440428.05,70.201
ScheduledInternational,Jet Airways,2018,9,4171,18637.0,13057.792,697813.0,2532829.92,3047220.224,83.119,210859.63,292854.277,425390.779,68.844
ScheduledInternational,Jet Airways,2018,10,3825,17470.0,12119.63,617395.0,2293057.62,2837747.63,80.806,191694.62,276297.2,398698.54,69.3
ScheduledInternational,Jet Airways,2018,11,3907,18007.0,12447.255,648417.0,2414085.385,2872366.206,84.045,201339.063,281476.574,394669.718,71.32
ScheduledInternational,Jet Airways,2018,12,4229,19519.0,13462.378,719050.0,2669808.222,3088888.53,86.433,220861.647,298867.168,418757.426,71.37
ScheduledInternational,Jet Airways,2019,1,4241,19561.0,13440.21,733063.0,2737136.72,3088503.73,88.623,227448.92,292446.78,415320.67,70.415
ScheduledInternational,Jet Airways,2019,2,3404,16112.0,11109.928,592536.0,2283186.785,2631909.596,86.75,190412.649,256910.3,366303.133,70.136
ScheduledInternational,Jet Airways,2019,3,2168,11864.0,8184.203,382130.0,1672637.418,2110896.872,79.238,139408.74,198837.174,303211.883,65.577
ScheduledInternational,Jet Airways,2019,4,289,1182.0,1516.8,61411.0,373423.919,458559.962,81.434,30705.011,44445.927,72622.161,61.202
ScheduledInternational,Jet Airways,2019,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,Jet Airways,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,Pawan Hans,2020,8,0,0.0,0.0,0.0,0.0,0.0,68.6125685931115,0.0,0.0,0.0,58.812268365410674
ScheduledInternational,QuikJet Cargo,2024,5,2,3.583,1.978,0.0,0.0,0.0,68.6125685931115,0.0,38.785,43.516,89.127
ScheduledInternational,SpiceJet,2015,1,672,1589.0,1082.96,80350.0,147585.664,190117.544,77.629,11068.925,11278.45,16441.795,68.596
ScheduledInternational,SpiceJet,2015,2,616,1458.0,985.32,73785.0,130708.0,172835.124,75.626,9803.1,10081.63,14942.116,67.471
ScheduledInternational,SpiceJet,2015,3,679,1602.0,1088.616,82544.0,146132.119,190905.192,76.547,10959.909,11320.13,16506.673,68.579
ScheduledInternational,SpiceJet,2015,4,738,1675.0,1142.064,92096.0,157717.411,201422.724,78.302,11828.806,12169.112,17404.554,69.919
ScheduledInternational,SpiceJet,2015,5,724,1699.0,1164.358,94634.0,172121.987,205778.91,83.644,12909.149,13351.607,17790.761,75.048
ScheduledInternational,SpiceJet,2015,6,663,1628.0,1104.964,86233.0,160211.602,195983.701,81.747,12015.87,12501.466,16984.138,73.607
ScheduledInternational,SpiceJet,2015,7,665,1609.0,1121.92,86585.0,165529.104,197800.721,83.685,12414.683,12957.017,17118.065,75.692
ScheduledInternational,SpiceJet,2015,8,684,1626.0,1140.492,89057.0,168425.546,202033.676,83.365,12631.916,13037.49,17503.561,74.485
ScheduledInternational,SpiceJet,2015,9,669,1579.0,1112.288,88545.0,164547.336,198233.808,83.007,12340.965,12913.298,17209.298,75.037
ScheduledInternational,SpiceJet,2015,10,690,1623.0,1143.82,87878.0,163658.545,204107.482,80.183,12274.391,13136.471,17694.233,74.242
ScheduledInternational,SpiceJet,2015,11,715,1750.0,1230.928,101372.0,195274.462,220605.603,88.517,14645.585,15381.679,19107.538,80.501
ScheduledInternational,SpiceJet,2015,12,815,2107.0,1468.791,121835.0,241326.152,265662.42,90.839,18099.461,19057.509,22953.509,83.027
ScheduledInternational,SpiceJet,2016,1,847,2168.0,1517.694,122766.0,242225.468,273973.014,88.412,18166.91,19142.995,23666.401,80.887
ScheduledInternational,SpiceJet,2016,2,860,2241.0,1561.652,126394.0,249143.865,283017.25,88.031,18685.79,19500.891,24408.883,79.893
ScheduledInternational,SpiceJet,2016,3,978,2590.0,1799.378,146195.0,292766.615,328387.478,89.153,21957.496,23074.881,28157.657,81.949
ScheduledInternational,SpiceJet,2016,4,953,2461.0,1758.148,139579.0,282230.125,320479.774,88.065,21167.259,22172.504,27464.53,80.731
ScheduledInternational,SpiceJet,2016,5,979,2510.0,1810.503,142396.0,288782.599,330855.0,87.284,21658.695,22797.711,29361.161,77.646
ScheduledInternational,SpiceJet,2016,6,918,2406.0,1723.951,129462.0,263599.132,316569.279,83.267,19769.935,20782.036,26995.906,76.982
ScheduledInternational,SpiceJet,2016,7,947,2467.0,1778.74,138953.0,284276.896,326615.818,87.037,21320.767,22277.692,27852.953,79.983
ScheduledInternational,SpiceJet,2016,8,907,2329.0,1678.451,129450.0,263563.127,306885.799,85.883,19767.235,20789.707,26248.329,79.204
ScheduledInternational,SpiceJet,2016,9,946,2426.0,1753.7,137371.0,276276.611,320351.456,86.242,20720.746,21836.271,27403.178,79.685
ScheduledInternational,SpiceJet,2016,10,978,2503.0,1807.652,136842.0,275662.0,330884.0,83.311,20674.631,22007.701,28315.545,77.723
ScheduledInternational,SpiceJet,2016,11,958,2496.0,1754.491,136767.0,270707.0,321862.0,84.107,20303.033,21586.657,27484.546,78.541
ScheduledInternational,SpiceJet,2016,12,986,2583.0,1810.727,151420.0,301261.0,332320.0,90.654,22594.565,23805.375,28375.693,83.894
ScheduledInternational,SpiceJet,2017,1,989,2655.0,1815.0,153067.0,304852.0,332965.0,91.557,22864.0,23914.0,28433.0,84.106
ScheduledInternational,SpiceJet,2017,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,2,894,2374.0,1642.0,134026.0,264634.0,301198.0,87.86,19848.0,20864.0,25719.0,81.123
ScheduledInternational,SpiceJet,2017,2,2,2.0,1.29,281.0,181.0,239.0,75.732,13.55,13.55,20.58,65.841
ScheduledInternational,SpiceJet,2017,3,983,2544.0,1762.0,149328.0,292768.0,322291.0,90.84,21958.0,23190.0,27533.0,84.226
ScheduledInternational,SpiceJet,2017,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,4,993,2447.0,1735.0,148680.0,292006.0,316255.0,92.332,21900.0,23030.0,27056.0,85.12
ScheduledInternational,SpiceJet,2017,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,5,1136,2729.0,1925.0,162352.0,318399.0,347636.0,91.59,23880.0,25023.0,29772.0,84.049
ScheduledInternational,SpiceJet,2017,5,1,0.75,0.275,78.0,21.45,21.45,100.0,1.609,1.609,2.062,78.019
ScheduledInternational,SpiceJet,2017,6,1150,2674.0,1890.0,151230.0,295775.0,339957.0,87.004,22183.0,23457.0,29105.0,80.594
ScheduledInternational,SpiceJet,2017,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,7,1164,2720.0,1925.0,160591.0,313325.0,346240.0,90.494,23499.0,25012.0,29639.0,84.389
ScheduledInternational,SpiceJet,2017,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,8,1177,2740.0,1941.0,163132.0,316218.0,349309.0,90.527,23716.0,25237.0,29906.0,84.388
ScheduledInternational,SpiceJet,2017,8,5,8.0,5.71,774.0,883.0,952.0,92.752,66.0,66.0,82.0,80.488
ScheduledInternational,SpiceJet,2017,9,1145,2654.0,1881.0,149104.0,284398.0,337861.0,84.176,21330.0,22704.0,28985.0,78.33
ScheduledInternational,SpiceJet,2017,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,10,1184,2761.0,1948.0,161664.0,309668.0,350895.0,88.251,23226.0,24733.0,29993.0,82.463
ScheduledInternational,SpiceJet,2017,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,11,1146,2728.0,1884.0,159263.0,305709.0,339667.0,90.003,22928.0,24316.0,29017.0,83.799
ScheduledInternational,SpiceJet,2017,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScheduledInternational,SpiceJet,2017,12,1254,3064.0,2119.0,178917.0,348410.0,383289.0,90.9,26131.0,27618.0,32712.0,84.428
ScheduledInternational,SpiceJet,2017,12,1,1.0,0.9,120.0,108.0,170.0,63.529,8.0,8.0,14.0,57.143
ScheduledInternational,SpiceJet,2018,1,1263,3106.0,2158.0,185300.0,358937.0,395164.0,90.832,26920.0,28544.0,33681.0,84.748
ScheduledInternational,SpiceJet,2018,2,1115,2780.0,1936.0,163417.0,316541.0,356444.0,88.805,23740.6,25204.1,30365.0,83.004
ScheduledInternational,SpiceJet,2018,3,1204,2977.0,2123.7,175554.0,347179.6,392955.3,88.351,26038.5,27696.4,33459.8,82.775
ScheduledInternational,SpiceJet,2018,4,1166,2892.0,2056.7,172813.0,346693.0,380560.2,91.101,26002.0,27446.6,32404.2,84.701
ScheduledInternational,SpiceJet,2018,5,1206,2983.0,2128.1,184157.0,364514.9,393788.0,92.566,27338.6,28763.8,33530.3,85.784
ScheduledInternational,SpiceJet,2018,6,1177,2892.0,2071.0,172905.0,343463.608,383200.349,89.63,25759.8,27480.7,32624.3,84.234
ScheduledInternational,SpiceJet,2018,7,1222,2998.0,2150.4,184537.0,363183.6,398006.5,91.251,27238.8,28990.9,33887.4,85.551
ScheduledInternational,SpiceJet,2018,8,1189,2930.0,2100.09,179435.0,351288.96,390389.99,89.984,26346.67,28027.92,33227.27,84.352
ScheduledInternational,SpiceJet,2018,9,1166,2870.0,2056.376,176387.0,333816.573,382094.904,87.365,25036.243,26633.117,32521.256,81.894
ScheduledInternational,SpiceJet,2018,9,2,1.65,0.944,229.0,108.088,178.416,60.582,8.107,8.107,15.104,53.675
ScheduledInternational,SpiceJet,2018,10,1245,3114.0,2224.181,181244.0,348360.936,413602.371,84.226,26127.07,28340.532,35194.878,80.525
ScheduledInternational,SpiceJet,2018,10,4,3.0,1.36,350.0,163.6,218.12,75.005,10.36,10.36,18.78,55.165
ScheduledInternational,SpiceJet,2018,11,1287,3390.0,2412.34,191812.0,383702.89,449460.972,85.37,28777.717,31097.455,38228.272,81.347
ScheduledInternational,SpiceJet,2018,11,5,7.0,4.018,805.0,743.921,772.014,96.361,55.968,55.968,67.32,83.137
ScheduledInternational,SpiceJet,2018,12,1389,3805.0,2709.868,218467.0,451819.905,505889.804,89.312,33886.493,36248.089,42972.164,84.352
ScheduledInternational,SpiceJet,2018,12,15,19.0,10.373,2433.0,1710.855,1960.497,87.266,128.314,128.314,165.968,77.312
ScheduledInternational,SpiceJet,2019,1,1378,3805.0,2677.49,212534.0,436857.4,499337.7,87.487,32764.31,34833.0,42378.23,82.196
ScheduledInternational,SpiceJet,2019,1,1,1.0,0.79,37.0,29.34,149.88,19.576,2.2,2.2,12.69,17.336
ScheduledInternational,SpiceJet,2019,2,1195,3254.0,2283.462,174191.0,347324.517,424025.372,81.911,26049.339,28114.549,35927.809,78.253
ScheduledInternational,SpiceJet,2019,2,6,6.0,3.246,618.0,353.529,581.859,60.759,26.515,26.515,49.514,53.551
ScheduledInternational,SpiceJet,2019,3,1246,3639.0,2445.66,190800.0,398719.515,455004.88,87.63,29903.864,32040.851,38610.28,82.985
ScheduledInternational,SpiceJet,2019,3,2,1.0,0.85,318.0,136.551,161.217,84.7,10.241,10.241,13.648,75.037
ScheduledInternational,SpiceJet,2019,4,1245,3695.0,2558.381,196256.0,432566.489,477904.621,90.513,32442.49,34374.83,40601.86,84.663
ScheduledInternational,SpiceJet,2019,4,1,0.04,0.52,132.0,68.38,97.9,69.847,5.13,5.13,8.29,61.882
ScheduledInternational,SpiceJet,2019,5,1381,4287.0,2982.134,213048.0,499455.81,558140.952,89.486,37459.186,39329.005,47417.179,82.943
ScheduledInternational,SpiceJet,2019,5,1,1.45,0.518,133.0,68.894,97.902,70.37,5.167,5.167,8.288,62.344
ScheduledInternational,SpiceJet,2019,6,1403,4300.0,3068.0,215338.0,496018.724,573172.563,86.539,37201.404,39207.051,48817.24,80.314
ScheduledInternational,SpiceJet,2019,6,1,2.0,1.457,145.0,211.0,245.0,86.122,16.0,16.0,23.0,69.565
ScheduledInternational,SpiceJet,2019,7,1579,4758.0,3418.64,223510.0,510375.398,623327.985,81.879,38278.155,40981.463,54258.76,75.53
ScheduledInternational,SpiceJet,2019,8,1852,5693.0,4144.845,250931.0,582251.691,744841.023,78.171,43668.877,47283.849,65873.307,71.78
ScheduledInternational,SpiceJet,2019,9,1865,5449.0,4088.82,250092.0,562972.846,737257.646,76.36,42222.963,46194.955,65033.88,71.032
ScheduledInternational,SpiceJet,2019,10,1928,5891.0,4259.72,257488.0,595589.926,771848.765,77.164,44669.244,49007.395,67769.796,72.315
ScheduledInternational,SpiceJet,2019,10,2,2.35,0.956,153.0,73.134,160.608,45.536,5.485,5.485,15.296,35.859
ScheduledInternational,SpiceJet,2019,11,1850,5518.0,4091.592,272472.0,629191.352,741859.655,84.813,47189.351,50594.697,65098.458,77.72
ScheduledInternational,SpiceJet,2019,11,6,5.083,2.706,916.0,430.428,502.74,85.616,32.282,32.282,43.296,74.561
ScheduledInternational,SpiceJet,2019,12,1879,5849.517,4166.832,289242.0,663466.156,756409.552,87.713,49759.962,53275.968,66342.262,80.305
ScheduledInternational,SpiceJet,2019,12,8,9.767,6.29,1127.0,947.747,1168.146,81.133,71.081,71.081,100.64,70.629
ScheduledInternational,SpiceJet,2020,1,1882,5908.067,4172.438,276675.0,634676.403,758160.401,83.713,47600.73,51201.024,66412.326,77.096
ScheduledInternational,SpiceJet,2020,1,14,20.567,12.084,1849.0,1729.521,2144.742,80.64,129.714,129.714,192.299,67.454
ScheduledInternational,SpiceJet,2020,2,1650,5117.45,3663.703,233449.0,522343.175,677177.685,77.135,39175.738,42525.105,58326.899,72.908
ScheduledInternational,SpiceJet,2020,2,2,2.05,0.85,148.0,69.44,160.029,43.392,5.208,5.208,13.6,38.294
ScheduledInternational,SpiceJet,2020,3,863,2431.717,1729.803,115048.0,244612.092,324005.751,75.496,18345.907,20536.1,27503.363,74.668
ScheduledInternational,SpiceJet,2020,3,7,8.0,4.324,665.0,395.163,641.94,61.558,29.637,29.637,54.904,53.98
ScheduledInternational,SpiceJet,2020,5,10,14.75,9.095,488.0,484.485,1210.553,40.022,36.336,36.336,112.826,32.206
ScheduledInternational,SpiceJet,2020,6,7,12.22,7.1,37.0,188.0,789.0,23.828,14.0,16.6,71.0,23.38
ScheduledInternational,SpiceJet,2020,7,849,1296.217,765.42,888.0,1188.062,1672.38,71.04,89.105,5072.183,11234.089,45.15
ScheduledInternational,SpiceJet,2020,8,939,1552.767,972.209,7902.0,12487.617,14811.859,84.308,936.571,7800.737,14944.997,52.196
ScheduledInternational,SpiceJet,2020,9,1055,1747.333,1041.599,6525.0,10194.947,11567.85,88.132,764.621,5828.851,15659.861,37.222
ScheduledInternational,SpiceJet,2020,10,1094,1871.483,1123.056,1504.0,2056.389,2967.652,69.293,154.229,5631.692,17159.806,32.819
ScheduledInternational,SpiceJet,2020,11,801,1390.1,837.157,1738.0,2110.728,3068.217,68.793,160.84,3244.416,12590.883,25.768
ScheduledInternational,SpiceJet,2020,12,895,1531.4,898.888,1133.0,770.161,3188.792,24.152,57.762,4322.633,13117.645,32.953
ScheduledInternational,SpiceJet,2021,1,879,1636.233,873.778,1670.0,1271.602,3445.029,36.911,95.37,3884.194,12931.258,30.037
ScheduledInternational,SpiceJet,2021,2,930,1687.017,989.06,1845.0,1707.841,4022.99,42.452,128.088,4454.989,14530.006,30.661
ScheduledInternational,SpiceJet,2021,3,1185,2202.433,1278.529,2771.0,1942.491,3798.372,51.14,145.687,4854.778,18119.6,26.793
ScheduledInternational,SpiceJet,2021,4,907,1668.833,1009.99,1530.0,1086.741,2464.868,44.089,82.617,5558.891,15522.574,35.812
ScheduledInternational,SpiceJet,2021,5,1071,1943.5,1223.98,452.0,450.933,3685.53,12.235,33.82,9351.98,19993.34,46.775
ScheduledInternational,SpiceJet,2021,6,882,1600.9,998.792,684.0,672.221,2550.593,26.355,50.417,8420.119,16215.291,51.927
ScheduledInternational,SpiceJet,2021,7,1092,2054.683,1227.535,1429.0,1185.785,2175.864,54.497,88.934,9306.918,17942.896,51.87
ScheduledInternational,SpiceJet,2021,8,807,1537.5,944.505,489.0,316.832,1418.94,22.329,23.762,8097.509,14300.015,56.626
ScheduledInternational,SpiceJet,2021,9,688,1306.967,813.396,645.0,634.041,2986.79,21.228,47.553,7145.693,13772.793,51.883
ScheduledInternational,SpiceJet,2021,10,606,1156.383,719.604,475.0,442.338,1268.064,34.883,33.175,7056.603,11943.492,59.083
ScheduledInternational,SpiceJet,2021,11,545,946.617,587.242,3711.0,2816.555,4194.524,67.148,211.242,4890.468,10039.166,48.714
ScheduledInternational,SpiceJet,2021,12,520,906.9,556.382,5828.0,5064.486,6544.374,77.387,379.836,5105.987,9486.342,53.825
ScheduledInternational,SpiceJet,2022,1,420,732.75,453.032,4196.0,3245.351,4379.274,74.107,243.401,3587.014,6683.57,53.669
ScheduledInternational,SpiceJet,2022,2,452,784.567,475.905,5260.0,4589.318,5992.666,76.582,344.199,4065.463,7239.925,56.153
ScheduledInternational,SpiceJet,2022,3,102,280.783,207.138,16917.0,34446.913,39113.658,88.069,2583.518,2674.734,3791.684,70.542
ScheduledInternational,SpiceJet,2022,3,500,850.883,516.545,3250.0,2766.372,4220.424,65.547,207.478,4594.377,8495.82,54.078
ScheduledInternational,SpiceJet,2022,4,752,2026.133,1463.446,114983.0,232229.326,275532.546,84.284,17417.199,18484.019,27179.86,68.006
ScheduledInternational,SpiceJet,2022,4,373,594.35,388.312,2312.0,1952.507,3708.276,52.653,146.438,3753.321,7607.464,49.337
ScheduledInternational,SpiceJet,2022,5,1076,3047.633,2211.733,151132.0,328617.921,414712.215,79.24,24646.344,25833.794,40034.189,64.529
ScheduledInternational,SpiceJet,2022,5,378,624.0,401.275,951.0,1052.545,1481.274,71.057,78.941,4047.087,7856.952,51.51
ScheduledInternational,SpiceJet,2022,6,1014,2808.567,2046.568,151902.0,323626.742,383864.81,84.307,24272.006,25459.943,37818.576,67.321
ScheduledInternational,SpiceJet,2022,6,359,598.817,385.068,1031.0,1205.745,1756.854,68.631,90.431,3923.615,7295.223,53.783
ScheduledInternational,SpiceJet,2022,7,1073,3132.3,2286.673,158666.0,361695.448,428136.891,84.481,27127.159,28744.862,41999.754,68.441
ScheduledInternational,SpiceJet,2022,7,319,591.667,381.072,525.0,374.988,627.987,59.713,28.124,3267.105,7005.035,46.639
ScheduledInternational,SpiceJet,2022,8,1067,3217.017,2362.088,155879.0,372037.041,442149.192,84.143,27902.778,29421.332,42818.197,68.712
ScheduledInternational,SpiceJet,2022,8,292,524.9,344.591,46.0,29.256,99.216,29.487,2.194,2967.85,6644.32,44.667
ScheduledInternational,SpiceJet,2022,9,1068,3297.0,2431.542,156798.0,385094.735,455145.075,84.609,28882.105,30588.079,44329.718,69.001
ScheduledInternational,SpiceJet,2022,9,281,313.586,484.05,1654.0,1650.529,2189.487,75.384,123.79,2565.296,5460.0,46.983
ScheduledInternational,SpiceJet,2022,10,1013,3283.45,2434.003,157792.0,392631.083,457744.326,85.775,29447.331,30894.629,44345.143,69.669
ScheduledInternational,SpiceJet,2022,10,203,331.4,217.159,1610.0,1437.476,2452.632,58.61,107.811,1969.477,3869.514,50.897
